TCU vai fiscalizar primeiro leilão de baterias e alerta para contratos bilionários,17 de julho de 2026, às 15:58,https://canalsolar.com.br/tcu-vai-fiscalizar-leilao-de-baterias/
Empresa americana estuda investir R$ 1 bi em fábrica de baterias e doa BESS à universidade brasileira,17 de julho de 2026, às 15:40,https://canalsolar.com.br/empresa-americana-doa-bess-universidade-brasileira/
CADE aprova controle do BTG sobre usinas solares da Rio Alto,17 de julho de 2026, às 13:49,https://canalsolar.com.br/cade-aprova-controle-btg-usinas-solares-rio-alto/
